HYPERPARAMS
n_neurons_hl1 = 256
n_neurons_hl2 = 256
discount = 0.99
learning_rate = 0.001
##################################################
EP	reward	steps	d_start	d_end	covered	info
6614	-53.2	100	0.0899	0.0558	0.0341	MAX STEPS 100 REACHED, DISTANCE 0.0558.
6615	-45.8	100	0.0711	0.0441	0.0270	MAX STEPS 100 REACHED, DISTANCE 0.0441.
6616	-41.7	100	0.0113	0.0256	-0.0142	MAX STEPS 100 REACHED, DISTANCE 0.0256.
6617	-47.6	100	0.0898	0.0502	0.0396	MAX STEPS 100 REACHED, DISTANCE 0.0502.
6618	-57.4	100	0.1003	0.1125	-0.0122	MAX STEPS 100 REACHED, DISTANCE 0.1125.
6619	82.6	44	0.0482	0.0048	0.0434	GOAL!!! DISPLACEMENT 0.0048m @step 44
6620	-54.0	100	0.0874	0.0677	0.0197	MAX STEPS 100 REACHED, DISTANCE 0.0677.
6621	-57.0	100	0.0976	0.1032	-0.0056	MAX STEPS 100 REACHED, DISTANCE 0.1032.
6622	-50.3	100	0.0942	0.0537	0.0405	MAX STEPS 100 REACHED, DISTANCE 0.0537.
6623	-52.6	100	0.1023	0.0734	0.0289	MAX STEPS 100 REACHED, DISTANCE 0.0734.
6624	-52.1	100	0.0792	0.0680	0.0112	MAX STEPS 100 REACHED, DISTANCE 0.0680.
6625	-41.5	100	0.0318	0.0268	0.0050	MAX STEPS 100 REACHED, DISTANCE 0.0268.
6626	-44.0	100	0.0301	0.0391	-0.0090	MAX STEPS 100 REACHED, DISTANCE 0.0391.
6627	-53.5	100	0.0975	0.0793	0.0183	MAX STEPS 100 REACHED, DISTANCE 0.0793.
6628	87.0	33	0.0343	0.0030	0.0313	GOAL!!! DISPLACEMENT 0.0030m @step 33
6629	76.0	66	0.0449	0.0041	0.0408	GOAL!!! DISPLACEMENT 0.0041m @step 66
6630	-48.3	100	0.0903	0.0531	0.0373	MAX STEPS 100 REACHED, DISTANCE 0.0531.
6631	-52.7	100	0.1009	0.0734	0.0274	MAX STEPS 100 REACHED, DISTANCE 0.0734.
6632	-44.9	100	0.0645	0.0383	0.0262	MAX STEPS 100 REACHED, DISTANCE 0.0383.
6633	-49.7	100	0.0570	0.0573	-0.0003	MAX STEPS 100 REACHED, DISTANCE 0.0573.
6634	-48.4	100	0.0763	0.0620	0.0143	MAX STEPS 100 REACHED, DISTANCE 0.0620.
6635	-52.9	100	0.1010	0.0771	0.0239	MAX STEPS 100 REACHED, DISTANCE 0.0771.
6636	-56.6	100	0.1001	0.0950	0.0050	MAX STEPS 100 REACHED, DISTANCE 0.0950.
6637	-53.4	100	0.0721	0.0901	-0.0180	MAX STEPS 100 REACHED, DISTANCE 0.0901.
6638	-45.7	100	0.0795	0.0390	0.0405	MAX STEPS 100 REACHED, DISTANCE 0.0390.
6639	-53.3	100	0.0723	0.0690	0.0032	MAX STEPS 100 REACHED, DISTANCE 0.0690.
6640	-53.5	100	0.1062	0.0685	0.0377	MAX STEPS 100 REACHED, DISTANCE 0.0685.
6641	-51.6	100	0.0678	0.0636	0.0042	MAX STEPS 100 REACHED, DISTANCE 0.0636.
6642	-54.3	100	0.1082	0.0721	0.0362	MAX STEPS 100 REACHED, DISTANCE 0.0721.
6643	-49.1	100	0.0794	0.0543	0.0251	MAX STEPS 100 REACHED, DISTANCE 0.0543.
6644	-44.5	100	0.0389	0.0430	-0.0041	MAX STEPS 100 REACHED, DISTANCE 0.0430.
6645	-49.7	100	0.0703	0.0584	0.0119	MAX STEPS 100 REACHED, DISTANCE 0.0584.
6646	-150.5	95	0.1072	0.0675	0.0397	ACTUATOR EXCEEDED: l2 = 0.0740 @step 95
6647	-37.8	100	0.0529	0.0177	0.0351	MAX STEPS 100 REACHED, DISTANCE 0.0177.
6648	-49.5	100	0.0565	0.0503	0.0062	MAX STEPS 100 REACHED, DISTANCE 0.0503.
6649	-55.7	100	0.1120	0.0861	0.0259	MAX STEPS 100 REACHED, DISTANCE 0.0861.
6650	-47.8	100	0.0443	0.0567	-0.0123	MAX STEPS 100 REACHED, DISTANCE 0.0567.
6651	-145.8	91	0.1013	0.0549	0.0464	ACTUATOR EXCEEDED: l1 = 0.0740 @step 91
6652	-51.7	100	0.0949	0.0686	0.0263	MAX STEPS 100 REACHED, DISTANCE 0.0686.
6653	-46.6	100	0.0384	0.0429	-0.0045	MAX STEPS 100 REACHED, DISTANCE 0.0429.
6654	-49.8	100	0.0718	0.0622	0.0096	MAX STEPS 100 REACHED, DISTANCE 0.0622.
6655	-50.9	100	0.0766	0.0571	0.0195	MAX STEPS 100 REACHED, DISTANCE 0.0571.
6656	-48.4	100	0.0898	0.0496	0.0402	MAX STEPS 100 REACHED, DISTANCE 0.0496.
6657	-52.1	100	0.0816	0.0800	0.0016	MAX STEPS 100 REACHED, DISTANCE 0.0800.
6658	-50.6	100	0.0874	0.0745	0.0129	MAX STEPS 100 REACHED, DISTANCE 0.0745.
6659	-42.7	100	0.0443	0.0252	0.0191	MAX STEPS 100 REACHED, DISTANCE 0.0252.
6660	-48.5	100	0.0602	0.0444	0.0158	MAX STEPS 100 REACHED, DISTANCE 0.0444.
6661	-45.9	100	0.0420	0.0607	-0.0187	MAX STEPS 100 REACHED, DISTANCE 0.0607.
6662	-136.5	65	0.1151	0.0953	0.0198	ACTUATOR EXCEEDED: l3 = 0.0740 @step 65
6663	-47.0	100	0.0797	0.0352	0.0446	MAX STEPS 100 REACHED, DISTANCE 0.0352.
6664	-48.8	100	0.0631	0.0658	-0.0027	MAX STEPS 100 REACHED, DISTANCE 0.0658.
6665	-51.4	100	0.0785	0.0693	0.0092	MAX STEPS 100 REACHED, DISTANCE 0.0693.
6666	-51.8	100	0.0783	0.0636	0.0147	MAX STEPS 100 REACHED, DISTANCE 0.0636.
6667	-54.1	100	0.1017	0.0778	0.0240	MAX STEPS 100 REACHED, DISTANCE 0.0778.
6668	-52.3	100	0.0833	0.0661	0.0172	MAX STEPS 100 REACHED, DISTANCE 0.0661.
6669	-55.2	100	0.1076	0.0867	0.0209	MAX STEPS 100 REACHED, DISTANCE 0.0867.
6670	-52.7	100	0.1045	0.0809	0.0237	MAX STEPS 100 REACHED, DISTANCE 0.0809.
6671	-49.0	100	0.0842	0.0676	0.0166	MAX STEPS 100 REACHED, DISTANCE 0.0676.
6672	-52.7	100	0.0906	0.0593	0.0312	MAX STEPS 100 REACHED, DISTANCE 0.0593.
6673	-51.5	100	0.0860	0.0675	0.0185	MAX STEPS 100 REACHED, DISTANCE 0.0675.
6674	-51.5	100	0.0819	0.0660	0.0159	MAX STEPS 100 REACHED, DISTANCE 0.0660.
6675	-49.5	100	0.0553	0.0725	-0.0172	MAX STEPS 100 REACHED, DISTANCE 0.0725.
6676	-53.0	100	0.0953	0.0722	0.0231	MAX STEPS 100 REACHED, DISTANCE 0.0722.
6677	-51.8	100	0.0794	0.0655	0.0139	MAX STEPS 100 REACHED, DISTANCE 0.0655.
6678	-134.9	79	0.0496	0.0409	0.0087	ACTUATOR EXCEEDED: l1 = 0.0740 @step 79
6679	-41.2	100	0.0313	0.0281	0.0032	MAX STEPS 100 REACHED, DISTANCE 0.0281.
6680	-51.4	100	0.0896	0.0643	0.0253	MAX STEPS 100 REACHED, DISTANCE 0.0643.
6681	-54.9	100	0.1024	0.0911	0.0113	MAX STEPS 100 REACHED, DISTANCE 0.0911.
6682	-136.2	66	0.1119	0.0770	0.0350	ACTUATOR EXCEEDED: l1 = 0.0740 @step 66
6683	-50.9	100	0.0887	0.0604	0.0284	MAX STEPS 100 REACHED, DISTANCE 0.0604.
6684	-43.8	100	0.0463	0.0416	0.0047	MAX STEPS 100 REACHED, DISTANCE 0.0416.
6685	-50.1	100	0.0691	0.0550	0.0141	MAX STEPS 100 REACHED, DISTANCE 0.0550.
6686	-40.2	100	0.0111	0.0221	-0.0110	MAX STEPS 100 REACHED, DISTANCE 0.0221.
6687	-37.9	100	0.0364	0.0295	0.0069	MAX STEPS 100 REACHED, DISTANCE 0.0295.
6688	-51.8	100	0.0931	0.0703	0.0229	MAX STEPS 100 REACHED, DISTANCE 0.0703.
6689	-126.4	51	0.0945	0.0629	0.0316	ACTUATOR EXCEEDED: l3 = 0.0740 @step 51
6690	-44.6	100	0.0354	0.0436	-0.0082	MAX STEPS 100 REACHED, DISTANCE 0.0436.
6691	71.3	89	0.0198	0.0048	0.0149	GOAL!!! DISPLACEMENT 0.0048m @step 89
6692	-51.6	100	0.0731	0.0549	0.0181	MAX STEPS 100 REACHED, DISTANCE 0.0549.
6693	-44.3	100	0.0425	0.0466	-0.0041	MAX STEPS 100 REACHED, DISTANCE 0.0466.
6694	-44.7	100	0.0371	0.0307	0.0064	MAX STEPS 100 REACHED, DISTANCE 0.0307.
6695	-52.4	100	0.0858	0.0624	0.0234	MAX STEPS 100 REACHED, DISTANCE 0.0624.
6696	-50.1	100	0.0818	0.0710	0.0108	MAX STEPS 100 REACHED, DISTANCE 0.0710.
6697	-47.6	100	0.0656	0.0653	0.0003	MAX STEPS 100 REACHED, DISTANCE 0.0653.
6698	-48.9	100	0.0756	0.0486	0.0271	MAX STEPS 100 REACHED, DISTANCE 0.0486.
6699	-53.8	100	0.0956	0.0791	0.0165	MAX STEPS 100 REACHED, DISTANCE 0.0791.
6700	-43.6	100	0.0416	0.0362	0.0054	MAX STEPS 100 REACHED, DISTANCE 0.0362.
6701	-33.8	100	0.0159	0.0118	0.0041	MAX STEPS 100 REACHED, DISTANCE 0.0118.
6702	-56.9	100	0.1123	0.0992	0.0132	MAX STEPS 100 REACHED, DISTANCE 0.0992.
6703	-50.0	100	0.0736	0.0519	0.0217	MAX STEPS 100 REACHED, DISTANCE 0.0519.
6704	-40.4	100	0.0298	0.0294	0.0004	MAX STEPS 100 REACHED, DISTANCE 0.0294.
6705	-54.6	100	0.0998	0.0810	0.0188	MAX STEPS 100 REACHED, DISTANCE 0.0810.
6706	-51.5	100	0.0868	0.0593	0.0274	MAX STEPS 100 REACHED, DISTANCE 0.0593.
6707	-51.9	100	0.0881	0.0766	0.0115	MAX STEPS 100 REACHED, DISTANCE 0.0766.
6708	-49.1	100	0.0656	0.0687	-0.0032	MAX STEPS 100 REACHED, DISTANCE 0.0687.
6709	-41.7	100	0.0372	0.0255	0.0117	MAX STEPS 100 REACHED, DISTANCE 0.0255.
6710	-41.6	100	0.0336	0.0321	0.0015	MAX STEPS 100 REACHED, DISTANCE 0.0321.
6711	-50.9	100	0.0813	0.0705	0.0108	MAX STEPS 100 REACHED, DISTANCE 0.0705.
6712	-47.3	100	0.0625	0.0462	0.0163	MAX STEPS 100 REACHED, DISTANCE 0.0462.
6713	-45.5	100	0.0504	0.0565	-0.0060	MAX STEPS 100 REACHED, DISTANCE 0.0565.
6714	-52.7	100	0.1015	0.0738	0.0276	MAX STEPS 100 REACHED, DISTANCE 0.0738.
6715	-47.6	100	0.0520	0.0474	0.0046	MAX STEPS 100 REACHED, DISTANCE 0.0474.
6716	-47.2	100	0.0441	0.0604	-0.0162	MAX STEPS 100 REACHED, DISTANCE 0.0604.
6717	-49.4	100	0.0735	0.0481	0.0255	MAX STEPS 100 REACHED, DISTANCE 0.0481.
6718	-46.9	100	0.0687	0.0481	0.0206	MAX STEPS 100 REACHED, DISTANCE 0.0481.
6719	-56.1	100	0.1075	0.0926	0.0150	MAX STEPS 100 REACHED, DISTANCE 0.0926.
6720	-41.0	100	0.0430	0.0200	0.0230	MAX STEPS 100 REACHED, DISTANCE 0.0200.
6721	-50.6	100	0.0632	0.0674	-0.0042	MAX STEPS 100 REACHED, DISTANCE 0.0674.
6722	-46.6	100	0.0642	0.0441	0.0201	MAX STEPS 100 REACHED, DISTANCE 0.0441.
6723	-53.2	100	0.0924	0.0694	0.0230	MAX STEPS 100 REACHED, DISTANCE 0.0694.
6724	-50.8	100	0.0833	0.0793	0.0040	MAX STEPS 100 REACHED, DISTANCE 0.0793.
6725	-47.7	100	0.0738	0.0523	0.0215	MAX STEPS 100 REACHED, DISTANCE 0.0523.
6726	-44.1	100	0.0291	0.0282	0.0008	MAX STEPS 100 REACHED, DISTANCE 0.0282.
6727	-47.6	100	0.0777	0.0606	0.0172	MAX STEPS 100 REACHED, DISTANCE 0.0606.
6728	-46.8	100	0.0680	0.0415	0.0265	MAX STEPS 100 REACHED, DISTANCE 0.0415.
6729	-47.3	100	0.0648	0.0467	0.0181	MAX STEPS 100 REACHED, DISTANCE 0.0467.
6730	-45.8	100	0.0522	0.0450	0.0072	MAX STEPS 100 REACHED, DISTANCE 0.0450.
6731	-44.9	100	0.0635	0.0542	0.0093	MAX STEPS 100 REACHED, DISTANCE 0.0542.
6732	-49.5	100	0.0815	0.0613	0.0202	MAX STEPS 100 REACHED, DISTANCE 0.0613.
6733	-150.3	95	0.0985	0.0605	0.0380	ACTUATOR EXCEEDED: l2 = 0.0740 @step 95
6734	-48.3	100	0.0671	0.0494	0.0177	MAX STEPS 100 REACHED, DISTANCE 0.0494.
6735	-58.1	100	0.1183	0.1131	0.0052	MAX STEPS 100 REACHED, DISTANCE 0.1131.
6736	-52.2	100	0.0994	0.0837	0.0156	MAX STEPS 100 REACHED, DISTANCE 0.0837.
6737	-48.5	100	0.0778	0.0510	0.0268	MAX STEPS 100 REACHED, DISTANCE 0.0510.
6738	-50.0	100	0.0721	0.0716	0.0005	MAX STEPS 100 REACHED, DISTANCE 0.0716.
6739	-47.2	100	0.0640	0.0529	0.0111	MAX STEPS 100 REACHED, DISTANCE 0.0529.
6740	-42.7	100	0.0284	0.0342	-0.0058	MAX STEPS 100 REACHED, DISTANCE 0.0342.
6741	-45.0	100	0.0518	0.0303	0.0215	MAX STEPS 100 REACHED, DISTANCE 0.0303.
6742	-51.7	100	0.0659	0.0592	0.0066	MAX STEPS 100 REACHED, DISTANCE 0.0592.
6743	-47.4	100	0.0653	0.0492	0.0161	MAX STEPS 100 REACHED, DISTANCE 0.0492.
6744	-49.2	100	0.0649	0.0647	0.0002	MAX STEPS 100 REACHED, DISTANCE 0.0647.
6745	-55.3	100	0.0947	0.0704	0.0243	MAX STEPS 100 REACHED, DISTANCE 0.0704.
6746	-139.7	71	0.1180	0.0880	0.0300	ACTUATOR EXCEEDED: l2 = 0.0740 @step 71
6747	-53.8	100	0.0978	0.0831	0.0147	MAX STEPS 100 REACHED, DISTANCE 0.0831.
6748	-43.2	100	0.0353	0.0391	-0.0038	MAX STEPS 100 REACHED, DISTANCE 0.0391.
6749	-49.7	100	0.0801	0.0542	0.0259	MAX STEPS 100 REACHED, DISTANCE 0.0542.
6750	-39.0	100	0.0216	0.0210	0.0006	MAX STEPS 100 REACHED, DISTANCE 0.0210.
6751	-53.9	100	0.1023	0.0821	0.0202	MAX STEPS 100 REACHED, DISTANCE 0.0821.
6752	-38.8	100	0.0315	0.0248	0.0067	MAX STEPS 100 REACHED, DISTANCE 0.0248.
6753	-45.6	100	0.0541	0.0362	0.0179	MAX STEPS 100 REACHED, DISTANCE 0.0362.
6754	-52.4	100	0.0920	0.0658	0.0262	MAX STEPS 100 REACHED, DISTANCE 0.0658.
6755	-44.6	100	0.0479	0.0456	0.0023	MAX STEPS 100 REACHED, DISTANCE 0.0456.
6756	-129.0	61	0.0693	0.0448	0.0245	ACTUATOR EXCEEDED: l3 = 0.0740 @step 61
6757	-48.9	100	0.0777	0.0499	0.0278	MAX STEPS 100 REACHED, DISTANCE 0.0499.
6758	-54.7	100	0.1010	0.0860	0.0150	MAX STEPS 100 REACHED, DISTANCE 0.0860.
6759	-51.8	100	0.0981	0.0575	0.0406	MAX STEPS 100 REACHED, DISTANCE 0.0575.
6760	-39.1	100	0.0259	0.0335	-0.0076	MAX STEPS 100 REACHED, DISTANCE 0.0335.
6761	-48.7	100	0.0682	0.0571	0.0111	MAX STEPS 100 REACHED, DISTANCE 0.0571.
6762	-41.0	100	0.0376	0.0258	0.0118	MAX STEPS 100 REACHED, DISTANCE 0.0258.
6763	82.7	50	0.0108	0.0046	0.0062	GOAL!!! DISPLACEMENT 0.0046m @step 50
6764	-45.5	100	0.0511	0.0511	0.0001	MAX STEPS 100 REACHED, DISTANCE 0.0511.
6765	-51.5	100	0.0916	0.0597	0.0319	MAX STEPS 100 REACHED, DISTANCE 0.0597.
6766	-50.5	100	0.0658	0.0701	-0.0043	MAX STEPS 100 REACHED, DISTANCE 0.0701.
6767	-48.0	100	0.0761	0.0556	0.0205	MAX STEPS 100 REACHED, DISTANCE 0.0556.
6768	-42.9	100	0.0278	0.0258	0.0020	MAX STEPS 100 REACHED, DISTANCE 0.0258.
6769	-56.8	100	0.1120	0.0903	0.0217	MAX STEPS 100 REACHED, DISTANCE 0.0903.
6770	-45.1	100	0.0423	0.0430	-0.0007	MAX STEPS 100 REACHED, DISTANCE 0.0430.
6771	-55.8	100	0.0963	0.0811	0.0151	MAX STEPS 100 REACHED, DISTANCE 0.0811.
6772	-41.2	100	0.0364	0.0250	0.0113	MAX STEPS 100 REACHED, DISTANCE 0.0250.
6773	-54.0	100	0.0929	0.0978	-0.0049	MAX STEPS 100 REACHED, DISTANCE 0.0978.
6774	-50.8	100	0.0889	0.0733	0.0156	MAX STEPS 100 REACHED, DISTANCE 0.0733.
6775	-54.2	100	0.0919	0.0837	0.0081	MAX STEPS 100 REACHED, DISTANCE 0.0837.
6776	-45.4	100	0.0589	0.0510	0.0079	MAX STEPS 100 REACHED, DISTANCE 0.0510.
6777	-57.5	100	0.1165	0.0968	0.0197	MAX STEPS 100 REACHED, DISTANCE 0.0968.
6778	-42.9	100	0.0336	0.0596	-0.0260	MAX STEPS 100 REACHED, DISTANCE 0.0596.
6779	-45.3	100	0.0607	0.0427	0.0180	MAX STEPS 100 REACHED, DISTANCE 0.0427.
6780	-49.2	100	0.0771	0.0494	0.0277	MAX STEPS 100 REACHED, DISTANCE 0.0494.
6781	-58.5	100	0.1081	0.1061	0.0020	MAX STEPS 100 REACHED, DISTANCE 0.1061.
6782	-54.3	100	0.1060	0.0837	0.0223	MAX STEPS 100 REACHED, DISTANCE 0.0837.
6783	-49.1	100	0.0463	0.0501	-0.0039	MAX STEPS 100 REACHED, DISTANCE 0.0501.
6784	-46.3	100	0.0617	0.0369	0.0249	MAX STEPS 100 REACHED, DISTANCE 0.0369.
6785	-40.3	100	0.0306	0.0360	-0.0054	MAX STEPS 100 REACHED, DISTANCE 0.0360.
6786	-40.5	100	0.0218	0.0263	-0.0046	MAX STEPS 100 REACHED, DISTANCE 0.0263.
6787	-54.3	100	0.0878	0.1008	-0.0130	MAX STEPS 100 REACHED, DISTANCE 0.1008.
6788	-53.5	100	0.0948	0.0779	0.0169	MAX STEPS 100 REACHED, DISTANCE 0.0779.
6789	-44.9	100	0.0438	0.0406	0.0031	MAX STEPS 100 REACHED, DISTANCE 0.0406.
6790	-48.6	100	0.0701	0.0580	0.0121	MAX STEPS 100 REACHED, DISTANCE 0.0580.
6791	-46.9	100	0.0577	0.0573	0.0004	MAX STEPS 100 REACHED, DISTANCE 0.0573.
6792	-53.0	100	0.1023	0.0812	0.0211	MAX STEPS 100 REACHED, DISTANCE 0.0812.
6793	-53.6	100	0.0838	0.0915	-0.0078	MAX STEPS 100 REACHED, DISTANCE 0.0915.
6794	-141.8	74	0.1143	0.1146	-0.0002	ACTUATOR EXCEEDED: l2 = 0.0740 @step 74
6795	-52.1	100	0.0974	0.0654	0.0320	MAX STEPS 100 REACHED, DISTANCE 0.0654.
6796	-54.9	100	0.1109	0.0761	0.0347	MAX STEPS 100 REACHED, DISTANCE 0.0761.
6797	-46.5	100	0.0519	0.0516	0.0003	MAX STEPS 100 REACHED, DISTANCE 0.0516.
6798	-45.8	100	0.0608	0.0496	0.0112	MAX STEPS 100 REACHED, DISTANCE 0.0496.
6799	-52.2	100	0.0996	0.0678	0.0318	MAX STEPS 100 REACHED, DISTANCE 0.0678.
6800	-40.3	100	0.0173	0.0238	-0.0066	MAX STEPS 100 REACHED, DISTANCE 0.0238.
6801	-40.0	100	0.0434	0.0149	0.0285	MAX STEPS 100 REACHED, DISTANCE 0.0149.
6802	-53.0	100	0.0972	0.0528	0.0444	MAX STEPS 100 REACHED, DISTANCE 0.0528.
6803	-56.1	100	0.1039	0.1021	0.0018	MAX STEPS 100 REACHED, DISTANCE 0.1021.
6804	-44.8	100	0.0589	0.0365	0.0224	MAX STEPS 100 REACHED, DISTANCE 0.0365.
6805	-41.9	100	0.0401	0.0278	0.0122	MAX STEPS 100 REACHED, DISTANCE 0.0278.
6806	-53.2	100	0.0957	0.0773	0.0185	MAX STEPS 100 REACHED, DISTANCE 0.0773.
6807	-54.8	100	0.0901	0.0729	0.0171	MAX STEPS 100 REACHED, DISTANCE 0.0729.
6808	-152.1	97	0.0934	0.0816	0.0117	ACTUATOR EXCEEDED: l2 = 0.0740 @step 97
6809	-46.4	100	0.0688	0.0524	0.0164	MAX STEPS 100 REACHED, DISTANCE 0.0524.
6810	-57.3	100	0.0971	0.0990	-0.0018	MAX STEPS 100 REACHED, DISTANCE 0.0990.
6811	-52.8	100	0.0773	0.0660	0.0113	MAX STEPS 100 REACHED, DISTANCE 0.0660.
6812	-41.6	100	0.0284	0.0443	-0.0159	MAX STEPS 100 REACHED, DISTANCE 0.0443.
6813	-53.5	100	0.0882	0.0694	0.0188	MAX STEPS 100 REACHED, DISTANCE 0.0694.
6814	-45.7	100	0.0517	0.0445	0.0072	MAX STEPS 100 REACHED, DISTANCE 0.0445.
6815	-39.4	100	0.0379	0.0349	0.0030	MAX STEPS 100 REACHED, DISTANCE 0.0349.
6816	-53.7	100	0.1032	0.0786	0.0246	MAX STEPS 100 REACHED, DISTANCE 0.0786.
6817	-46.4	100	0.0640	0.0375	0.0265	MAX STEPS 100 REACHED, DISTANCE 0.0375.
6818	-49.2	100	0.0706	0.0656	0.0050	MAX STEPS 100 REACHED, DISTANCE 0.0656.
6819	-52.3	100	0.0729	0.0815	-0.0085	MAX STEPS 100 REACHED, DISTANCE 0.0815.
6820	-46.5	100	0.0382	0.0595	-0.0213	MAX STEPS 100 REACHED, DISTANCE 0.0595.
6821	-43.7	100	0.0473	0.0353	0.0120	MAX STEPS 100 REACHED, DISTANCE 0.0353.
6822	-53.4	100	0.0861	0.0744	0.0117	MAX STEPS 100 REACHED, DISTANCE 0.0744.
6823	-46.1	100	0.0436	0.0523	-0.0086	MAX STEPS 100 REACHED, DISTANCE 0.0523.
6824	-49.4	100	0.0856	0.0709	0.0146	MAX STEPS 100 REACHED, DISTANCE 0.0709.
6825	-48.5	100	0.0795	0.0475	0.0320	MAX STEPS 100 REACHED, DISTANCE 0.0475.
6826	-48.0	100	0.0672	0.0379	0.0292	MAX STEPS 100 REACHED, DISTANCE 0.0379.
6827	-45.0	100	0.0450	0.0385	0.0065	MAX STEPS 100 REACHED, DISTANCE 0.0385.
6828	-132.3	62	0.0968	0.0598	0.0370	ACTUATOR EXCEEDED: l2 = 0.0740 @step 62
6829	-39.1	100	0.0210	0.0290	-0.0080	MAX STEPS 100 REACHED, DISTANCE 0.0290.
6830	-41.2	100	0.0312	0.0313	-0.0001	MAX STEPS 100 REACHED, DISTANCE 0.0313.
6831	-49.1	100	0.0729	0.0506	0.0223	MAX STEPS 100 REACHED, DISTANCE 0.0506.
6832	-50.9	100	0.0835	0.0810	0.0025	MAX STEPS 100 REACHED, DISTANCE 0.0810.
6833	-40.7	100	0.0284	0.0249	0.0035	MAX STEPS 100 REACHED, DISTANCE 0.0249.
6834	-45.7	100	0.0372	0.0469	-0.0097	MAX STEPS 100 REACHED, DISTANCE 0.0469.
6835	-53.5	100	0.1030	0.0820	0.0211	MAX STEPS 100 REACHED, DISTANCE 0.0820.
6836	-46.6	100	0.0720	0.0502	0.0218	MAX STEPS 100 REACHED, DISTANCE 0.0502.
6837	-41.3	100	0.0218	0.0280	-0.0063	MAX STEPS 100 REACHED, DISTANCE 0.0280.
6838	-44.0	100	0.0456	0.0289	0.0168	MAX STEPS 100 REACHED, DISTANCE 0.0289.
6839	-49.5	100	0.0825	0.0535	0.0290	MAX STEPS 100 REACHED, DISTANCE 0.0535.
6840	-49.7	100	0.0584	0.0602	-0.0019	MAX STEPS 100 REACHED, DISTANCE 0.0602.
6841	-41.5	100	0.0362	0.0297	0.0064	MAX STEPS 100 REACHED, DISTANCE 0.0297.
6842	-54.8	100	0.1098	0.0790	0.0308	MAX STEPS 100 REACHED, DISTANCE 0.0790.
6843	-50.5	100	0.0818	0.0507	0.0312	MAX STEPS 100 REACHED, DISTANCE 0.0507.
6844	-41.2	100	0.0383	0.0312	0.0071	MAX STEPS 100 REACHED, DISTANCE 0.0312.
6845	-40.7	100	0.0240	0.0423	-0.0183	MAX STEPS 100 REACHED, DISTANCE 0.0423.
6846	-49.9	100	0.0713	0.0578	0.0135	MAX STEPS 100 REACHED, DISTANCE 0.0578.
6847	-54.9	100	0.0800	0.0879	-0.0079	MAX STEPS 100 REACHED, DISTANCE 0.0879.
6848	-51.4	100	0.0616	0.0585	0.0031	MAX STEPS 100 REACHED, DISTANCE 0.0585.
6849	-51.4	100	0.0718	0.0706	0.0012	MAX STEPS 100 REACHED, DISTANCE 0.0706.
6850	-51.8	100	0.0933	0.0628	0.0305	MAX STEPS 100 REACHED, DISTANCE 0.0628.
6851	-49.0	100	0.0743	0.0548	0.0195	MAX STEPS 100 REACHED, DISTANCE 0.0548.
6852	-143.2	88	0.0891	0.0533	0.0359	ACTUATOR EXCEEDED: l1 = 0.0740 @step 88
6853	-140.6	77	0.0953	0.0640	0.0313	ACTUATOR EXCEEDED: l2 = 0.0740 @step 77
6854	-50.7	100	0.0707	0.0708	-0.0001	MAX STEPS 100 REACHED, DISTANCE 0.0708.
6855	-55.9	100	0.0968	0.0903	0.0065	MAX STEPS 100 REACHED, DISTANCE 0.0903.
6856	-125.4	46	0.1175	0.1009	0.0165	ACTUATOR EXCEEDED: l2 = 0.0740 @step 46
6857	-37.7	100	0.0231	0.0219	0.0011	MAX STEPS 100 REACHED, DISTANCE 0.0219.
6858	-55.2	100	0.1007	0.0967	0.0040	MAX STEPS 100 REACHED, DISTANCE 0.0967.
6859	-40.6	100	0.0397	0.0267	0.0130	MAX STEPS 100 REACHED, DISTANCE 0.0267.
6860	-45.8	100	0.0668	0.0582	0.0086	MAX STEPS 100 REACHED, DISTANCE 0.0582.
6861	-56.5	100	0.1084	0.0923	0.0161	MAX STEPS 100 REACHED, DISTANCE 0.0923.
6862	-152.5	100	0.0952	0.0660	0.0291	ACTUATOR EXCEEDED: l2 = 0.0740 @step 100
6863	-46.4	100	0.0569	0.0446	0.0123	MAX STEPS 100 REACHED, DISTANCE 0.0446.
6864	-47.4	100	0.0608	0.0466	0.0142	MAX STEPS 100 REACHED, DISTANCE 0.0466.
6865	-50.0	100	0.0761	0.0582	0.0180	MAX STEPS 100 REACHED, DISTANCE 0.0582.
6866	-149.5	91	0.1087	0.0786	0.0301	ACTUATOR EXCEEDED: l3 = 0.0740 @step 91
6867	-50.1	100	0.0589	0.0700	-0.0111	MAX STEPS 100 REACHED, DISTANCE 0.0700.
6868	-139.5	71	0.1141	0.0818	0.0322	ACTUATOR EXCEEDED: l2 = 0.0740 @step 71
6869	-44.9	100	0.0433	0.0401	0.0032	MAX STEPS 100 REACHED, DISTANCE 0.0401.
6870	-42.9	100	0.0410	0.0221	0.0189	MAX STEPS 100 REACHED, DISTANCE 0.0221.
6871	-53.3	100	0.1089	0.0818	0.0271	MAX STEPS 100 REACHED, DISTANCE 0.0818.
6872	-145.1	88	0.0841	0.0545	0.0296	ACTUATOR EXCEEDED: l1 = 0.0740 @step 88
6873	-52.7	100	0.0943	0.0807	0.0136	MAX STEPS 100 REACHED, DISTANCE 0.0807.
6874	-51.2	100	0.0805	0.0633	0.0172	MAX STEPS 100 REACHED, DISTANCE 0.0633.
